date,vehicle_category,maker,electric_vehicles_sold,maker_logo,vehicle_category_logo
2022-07-01,4-Wheelers,BYD India,32,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/BYD_INDIA.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-07-01,4-Wheelers,Hyundai Motor,45,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/HYUNDAI_MOTOR.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-07-01,4-Wheelers,BMW India,4,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/BMW_INDIA.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-07-01,4-Wheelers,Mercedes -Benz AG,1,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/MERCEDES_BENZ_AG.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2023-07-01,4-Wheelers,Tata Motors,3823,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/TATA_MOTORS.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2023-07-01,4-Wheelers,MG Motor,935,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/MG_MOTOR.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2023-07-01,4-Wheelers,Mahindra & Mahindra,2174,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/MAHINDRA_AND_MAHINDRA.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2023-07-01,4-Wheelers,BYD India,89,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/BYD_INDIA.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2023-07-01,4-Wheelers,Hyundai Motor,88,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/HYUNDAI_MOTOR.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2023-07-01,4-Wheelers,PCA Automobiles,169,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/PCA_AUTOMOBILES.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2023-07-01,4-Wheelers,BMW India,81,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/BMW_INDIA.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2023-07-01,4-Wheelers,Mercedes -Benz AG,23,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/MERCEDES_BENZ_AG.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2023-07-01,4-Wheelers,Volvo Auto India,26,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/VOLVO_AUTO_INDIA.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2023-07-01,4-Wheelers,KIA Motors,22,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/KIA_MOTORS.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-08-01,4-Wheelers,Tata Motors,584,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/TATA_MOTORS.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-08-01,4-Wheelers,MG Motor,303,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/MG_MOTOR.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-08-01,4-Wheelers,Mahindra & Mahindra,204,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/MAHINDRA_AND_MAHINDRA.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-08-01,4-Wheelers,Hyundai Motor,10,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/HYUNDAI_MOTOR.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-08-01,4-Wheelers,Mercedes -Benz AG,2,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/MERCEDES_BENZ_AG.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-08-01,4-Wheelers,Tata Motors,1931,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/TATA_MOTORS.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-08-01,4-Wheelers,MG Motor,234,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/MG_MOTOR.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-08-01,4-Wheelers,Mahindra & Mahindra,1085,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/MAHINDRA_AND_MAHINDRA.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-08-01,4-Wheelers,BYD India,33,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/BYD_INDIA.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-08-01,4-Wheelers,Hyundai Motor,53,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/HYUNDAI_MOTOR.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-08-01,4-Wheelers,BMW India,19,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/BMW_INDIA.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-08-01,4-Wheelers,Mercedes -Benz AG,3,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/MERCEDES_BENZ_AG.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2023-08-01,4-Wheelers,Tata Motors,3388,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/TATA_MOTORS.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2023-08-01,4-Wheelers,MG Motor,913,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/MG_MOTOR.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2023-08-01,4-Wheelers,Mahindra & Mahindra,2013,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/MAHINDRA_AND_MAHINDRA.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2023-08-01,4-Wheelers,BYD India,80,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/BYD_INDIA.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2023-08-01,4-Wheelers,Hyundai Motor,141,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/HYUNDAI_MOTOR.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2023-08-01,4-Wheelers,PCA Automobiles,89,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/PCA_AUTOMOBILES.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2023-08-01,4-Wheelers,BMW India,64,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/BMW_INDIA.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2023-08-01,4-Wheelers,Mercedes -Benz AG,8,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/MERCEDES_BENZ_AG.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2023-08-01,4-Wheelers,Volvo Auto India,36,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/VOLVO_AUTO_INDIA.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2023-08-01,4-Wheelers,KIA Motors,21,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/KIA_MOTORS.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-09-01,4-Wheelers,Tata Motors,772,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/TATA_MOTORS.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-09-01,4-Wheelers,MG Motor,263,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/MG_MOTOR.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-09-01,4-Wheelers,Mahindra & Mahindra,276,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/MAHINDRA_AND_MAHINDRA.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-09-01,4-Wheelers,Hyundai Motor,6,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/HYUNDAI_MOTOR.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-09-01,4-Wheelers,Mercedes -Benz AG,2,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/MERCEDES_BENZ_AG.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-09-01,4-Wheelers,Tata Motors,1997,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/TATA_MOTORS.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-09-01,4-Wheelers,MG Motor,207,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/MG_MOTOR.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-09-01,4-Wheelers,Mahindra & Mahindra,1213,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/MAHINDRA_AND_MAHINDRA.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-09-01,4-Wheelers,BYD India,48,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/BYD_INDIA.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-09-01,4-Wheelers,Hyundai Motor,57,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/HYUNDAI_MOTOR.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-09-01,4-Wheelers,BMW India,21,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/BMW_INDIA.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-09-01,4-Wheelers,Mercedes -Benz AG,3,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/MERCEDES_BENZ_AG.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2023-09-01,4-Wheelers,Tata Motors,3126,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/TATA_MOTORS.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2023-09-01,4-Wheelers,MG Motor,676,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/MG_MOTOR.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2023-09-01,4-Wheelers,Mahindra & Mahindra,1668,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/MAHINDRA_AND_MAHINDRA.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2023-09-01,4-Wheelers,BYD India,141,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/BYD_INDIA.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2023-09-01,4-Wheelers,Hyundai Motor,161,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/HYUNDAI_MOTOR.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2023-09-01,4-Wheelers,PCA Automobiles,108,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/PCA_AUTOMOBILES.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2023-09-01,4-Wheelers,BMW India,58,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/BMW_INDIA.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2023-09-01,4-Wheelers,Mercedes -Benz AG,41,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/MERCEDES_BENZ_AG.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2023-09-01,4-Wheelers,Volvo Auto India,42,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/VOLVO_AUTO_INDIA.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2023-09-01,4-Wheelers,KIA Motors,26,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/KIA_MOTORS.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-10-01,4-Wheelers,Tata Motors,803,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/TATA_MOTORS.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-10-01,4-Wheelers,MG Motor,194,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/MG_MOTOR.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-10-01,4-Wheelers,Mahindra & Mahindra,369,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/MAHINDRA_AND_MAHINDRA.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-10-01,4-Wheelers,Hyundai Motor,8,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/HYUNDAI_MOTOR.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-10-01,4-Wheelers,Mercedes -Benz AG,3,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/MERCEDES_BENZ_AG.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-10-01,4-Wheelers,Tata Motors,2395,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/TATA_MOTORS.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-10-01,4-Wheelers,MG Motor,338,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/MG_MOTOR.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-10-01,4-Wheelers,Mahindra & Mahindra,1051,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/MAHINDRA_AND_MAHINDRA.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-10-01,4-Wheelers,BYD India,27,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/BYD_INDIA.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-10-01,4-Wheelers,Hyundai Motor,64,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/HYUNDAI_MOTOR.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-10-01,4-Wheelers,BMW India,4,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/BMW_INDIA.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-10-01,4-Wheelers,Mercedes -Benz AG,4,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/MERCEDES_BENZ_AG.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-10-01,4-Wheelers,KIA Motors,29,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/KIA_MOTORS.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2023-10-01,4-Wheelers,Tata Motors,3911,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/TATA_MOTORS.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2023-10-01,4-Wheelers,MG Motor,714,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/MG_MOTOR.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2023-10-01,4-Wheelers,Mahindra & Mahindra,2027,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/MAHINDRA_AND_MAHINDRA.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2023-10-01,4-Wheelers,BYD India,109,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/BYD_INDIA.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2023-10-01,4-Wheelers,Hyundai Motor,148,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/HYUNDAI_MOTOR.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2023-10-01,4-Wheelers,PCA Automobiles,132,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/PCA_AUTOMOBILES.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2023-10-01,4-Wheelers,BMW India,71,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/BMW_INDIA.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2023-10-01,4-Wheelers,Mercedes -Benz AG,18,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/MERCEDES_BENZ_AG.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2023-10-01,4-Wheelers,Volvo Auto India,41,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/VOLVO_AUTO_INDIA.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2023-10-01,4-Wheelers,KIA Motors,39,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/KIA_MOTORS.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-11-01,4-Wheelers,Tata Motors,1036,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/TATA_MOTORS.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-11-01,4-Wheelers,MG Motor,118,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/MG_MOTOR.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-11-01,4-Wheelers,Mahindra & Mahindra,462,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/MAHINDRA_AND_MAHINDRA.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-11-01,4-Wheelers,Hyundai Motor,7,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/HYUNDAI_MOTOR.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-11-01,4-Wheelers,Mercedes -Benz AG,2,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/MERCEDES_BENZ_AG.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-11-01,4-Wheelers,Tata Motors,2264,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/TATA_MOTORS.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-11-01,4-Wheelers,MG Motor,464,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/MG_MOTOR.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-11-01,4-Wheelers,Mahindra & Mahindra,1067,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/MAHINDRA_AND_MAHINDRA.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-11-01,4-Wheelers,BYD India,39,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/BYD_INDIA.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-11-01,4-Wheelers,Hyundai Motor,59,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/HYUNDAI_MOTOR.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-11-01,4-Wheelers,BMW India,14,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/BMW_INDIA.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-11-01,4-Wheelers,Mercedes -Benz AG,4,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/MERCEDES_BENZ_AG.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-11-01,4-Wheelers,Volvo Auto India,5,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/VOLVO_AUTO_INDIA.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-11-01,4-Wheelers,KIA Motors,61,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/KIA_MOTORS.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2023-11-01,4-Wheelers,Tata Motors,4432,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/TATA_MOTORS.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2023-11-01,4-Wheelers,MG Motor,723,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/MG_MOTOR.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2023-11-01,4-Wheelers,Mahindra & Mahindra,1222,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/MAHINDRA_AND_MAHINDRA.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2023-11-01,4-Wheelers,BYD India,106,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/BYD_INDIA.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2023-11-01,4-Wheelers,Hyundai Motor,125,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/HYUNDAI_MOTOR.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2023-11-01,4-Wheelers,PCA Automobiles,98,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/PCA_AUTOMOBILES.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2023-11-01,4-Wheelers,BMW India,215,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/BMW_INDIA.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2023-11-01,4-Wheelers,Mercedes -Benz AG,35,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/MERCEDES_BENZ_AG.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2023-11-01,4-Wheelers,Volvo Auto India,57,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/VOLVO_AUTO_INDIA.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2023-11-01,4-Wheelers,KIA Motors,29,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/KIA_MOTORS.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-12-01,4-Wheelers,Tata Motors,1952,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/TATA_MOTORS.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-12-01,4-Wheelers,MG Motor,99,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/MG_MOTOR.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-12-01,4-Wheelers,Mahindra & Mahindra,552,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/MAHINDRA_AND_MAHINDRA.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-12-01,4-Wheelers,BYD India,1,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/BYD_INDIA.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-12-01,4-Wheelers,Hyundai Motor,10,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/HYUNDAI_MOTOR.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-12-01,4-Wheelers,Mercedes -Benz AG,1,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/MERCEDES_BENZ_AG.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-12-01,4-Wheelers,Tata Motors,1992,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/TATA_MOTORS.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-12-01,4-Wheelers,MG Motor,363,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/MG_MOTOR.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-12-01,4-Wheelers,Mahindra & Mahindra,1260,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/MAHINDRA_AND_MAHINDRA.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-12-01,4-Wheelers,BYD India,37,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/BYD_INDIA.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-12-01,4-Wheelers,Hyundai Motor,68,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/HYUNDAI_MOTOR.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-12-01,4-Wheelers,BMW India,27,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/BMW_INDIA.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-12-01,4-Wheelers,Mercedes -Benz AG,6,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/MERCEDES_BENZ_AG.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-12-01,4-Wheelers,Volvo Auto India,16,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Logos/White/VOLVO_AUTO_INDIA.png,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
